,first_name,last_name,full_name
1319,Karole,Karolina,Karole Karolina
1320,Karoline,Karoly,Karoline Karoly
1321,Karon,Karrah,Karon Karrah
1322,Karrie,Karry,Karrie Karry
1323,Kary,Karyl,Kary Karyl
1324,Karylin,Karyn,Karylin Karyn
1325,Kasey,Kass,Kasey Kass
1326,Kassandra,Kassey,Kassandra Kassey
1327,Kassi,Kassia,Kassi Kassia
1328,Kassie,Kaster,Kassie Kaster
1329,Kat,Kata,Kat Kata
1330,Katalin,Kate,Katalin Kate
1331,Katee,Katerina,Katee Katerina
1332,Katerine,Katey,Katerine Katey
1333,Kath,Katha,Kath Katha
1334,Katharina,Katharine,Katharina Katharine
1335,Katharyn,Kathe,Katharyn Kathe
1336,Katheleen,Katherina,Katheleen Katherina
1337,Katherine,Katheryn,Katherine Katheryn
1338,Kathi,Kathie,Kathi Kathie
1339,Kathleen,Kathlene,Kathleen Kathlene
1340,Kathlin,Kathrine,Kathlin Kathrine
1341,Kathryn,Kathryne,Kathryn Kathryne
1342,Kathy,Kathye,Kathy Kathye
1343,Kati,Katie,Kati Katie
1344,Katina,Katine,Katina Katine
1345,Katinka,Katleen,Katinka Katleen
1346,Katlin,Katrina,Katlin Katrina
1347,Katrine,Katrinka,Katrine Katrinka
1348,Katti,Kattie,Katti Kattie
1349,Katuscha,Katusha,Katuscha Katusha
1350,Katy,Katya,Katy Katya
1351,Kay,Kaycee,Kay Kaycee
1352,Kaye,Kayla,Kaye Kayla
1353,Kayle,Kaylee,Kayle Kaylee
1354,Kayley,Kaylil,Kayley Kaylil
1355,Kaylyn,Kee,Kaylyn Kee
1356,Keeley,Keelia,Keeley Keelia
1357,Keely,Kelcey,Keely Kelcey
1358,Kelci,Kelcie,Kelci Kelcie
1359,Kelcy,Kelila,Kelcy Kelila
1360,Kellen,Kelley,Kellen Kelley
1361,Kelli,Kellia,Kelli Kellia
1362,Kellie,Kellina,Kellie Kellina
1363,Kellsie,Kelly,Kellsie Kelly
1364,Kellyann,Kelsey,Kellyann Kelsey
1365,Kelsi,Kelsy,Kelsi Kelsy
1366,Kendra,Kendre,Kendra Kendre
1367,Kenna,Keren,Kenna Keren
1368,Keri,Keriann,Keri Keriann
1369,Kerianne,Kerri,Kerianne Kerri
1370,Kerrie,Kerrill,Kerrie Kerrill
1371,Kerrin,Kerry,Kerrin Kerry
1372,Kerstin,Kesley,Kerstin Kesley
1373,Keslie,Kessia,Keslie Kessia
1374,Kessiah,Ketti,Kessiah Ketti
1375,Kettie,Ketty,Kettie Ketty
1376,Kevina,Kevyn,Kevina Kevyn
1377,Ki,Kia,Ki Kia
1378,Kiah,Kial,Kiah Kial
1379,Kiele,Kiersten,Kiele Kiersten
1380,Kikelia,Kiley,Kikelia Kiley
1381,Kim,Kimberlee,Kim Kimberlee
1382,Kimberley,Kimberli,Kimberley Kimberli
1383,Kimberly,Kimberlyn,Kimberly Kimberlyn
1384,Kimbra,Kimmi,Kimbra Kimmi
1385,Kimmie,Kimmy,Kimmie Kimmy
1386,Kinna,Kip,Kinna Kip
1387,Kipp,Kippie,Kipp Kippie
1388,Kippy,Kira,Kippy Kira
1389,Kirbee,Kirbie,Kirbee Kirbie
1390,Kirby,Kiri,Kirby Kiri
1391,Kirsten,Kirsteni,Kirsten Kirsteni
1392,Kirsti,Kirstie,Kirsti Kirstie
1393,Kirstin,Kirstyn,Kirstin Kirstyn
1394,Kissee,Kissiah,Kissee Kissiah
1395,Kissie,Kit,Kissie Kit
1396,Kitti,Kittie,Kitti Kittie
1397,Kitty,Kizzee,Kitty Kizzee
1398,Kizzie,Klara,Kizzie Klara
1399,Klarika,Klarrisa,Klarika Klarrisa
1400,Konstance,Konstanze,Konstance Konstanze
1401,Koo,Kora,Koo Kora
1402,Koral,Koralle,Koral Koralle
1403,Kordula,Kore,Kordula Kore
1404,Korella,Koren,Korella Koren
1405,Koressa,Kori,Koressa Kori
1406,Korie,Korney,Korie Korney
1407,Korrie,Korry,Korrie Korry
1408,Kourtney,Kris,Kourtney Kris
1409,Krissie,Krissy,Krissie Krissy
1410,Krista,Kristal,Krista Kristal
1411,Kristan,Kriste,Kristan Kriste
1412,Kristel,Kristen,Kristel Kristen
1413,Kristi,Kristien,Kristi Kristien
1414,Kristin,Kristina,Kristin Kristina
1415,Kristine,Kristy,Kristine Kristy
1416,Kristyn,Krysta,Kristyn Krysta
1417,Krystal,Krystalle,Krystal Krystalle
1418,Krystle,Krystyna,Krystle Krystyna
1419,Kyla,Kyle,Kyla Kyle
1420,Kylen,Kylie,Kylen Kylie
1421,Kylila,Kylynn,Kylila Kylynn
1422,Kym,Kynthia,Kym Kynthia
1423,Kyrstin,La,Kyrstin La
1424,Lacee,Lacey,Lacee Lacey
1425,Lacie,Lacy,Lacie Lacy
1426,Ladonna,Laetitia,Ladonna Laetitia
1427,Laila,Laina,Laila Laina
1428,Lainey,Lamb,Lainey Lamb
1429,Lana,Lane,Lana Lane
1430,Lanette,Laney,Lanette Laney
1431,Lani,Lanie,Lani Lanie
1432,Lanita,Lanna,Lanita Lanna
1433,Lanni,Lanny,Lanni Lanny
1434,Lara,Laraine,Lara Laraine
1435,Lari,Larina,Lari Larina
1436,Larine,Larisa,Larine Larisa
1437,Larissa,Lark,Larissa Lark
1438,Laryssa,Latashia,Laryssa Latashia
1439,Latia,Latisha,Latia Latisha
1440,Latrena,Latrina,Latrena Latrina
1441,Laura,Lauraine,Laura Lauraine
1442,Laural,Lauralee,Laural Lauralee
1443,Laure,Lauree,Laure Lauree
1444,Laureen,Laurel,Laureen Laurel
1445,Laurella,Lauren,Laurella Lauren
1446,Laurena,Laurene,Laurena Laurene
1447,Lauretta,Laurette,Lauretta Laurette
1448,Lauri,Laurianne,Lauri Laurianne
1449,Laurice,Laurie,Laurice Laurie
1450,Lauryn,Lavena,Lauryn Lavena
1451,Laverna,Laverne,Laverna Laverne
1452,Lavina,Lavinia,Lavina Lavinia
1453,Lavinie,Layla,Lavinie Layla
1454,Layne,Layney,Layne Layney
1455,Lea,Leah,Lea Leah
1456,Leandra,Leann,Leandra Leann
1457,Leanna,Leanne,Leanna Leanne
1458,Leanor,Leanora,Leanor Leanora
1459,Lebbie,Leda,Lebbie Leda
1460,Lee,LeeAnn,Lee LeeAnn
1461,Leeann,Leeanne,Leeann Leeanne
1462,Leela,Leelah,Leela Leelah
1463,Leena,Leesa,Leena Leesa
1464,Leese,Legra,Leese Legra
1465,Leia,Leiah,Leia Leiah
1466,Leigh,Leigha,Leigh Leigha
1467,Leila,Leilah,Leila Leilah
1468,Leisha,Lela,Leisha Lela
1469,Lelah,Leland,Lelah Leland
1470,Lelia,Lena,Lelia Lena
1471,Lenee,Lenette,Lenee Lenette
1472,Lenka,Lenna,Lenka Lenna
1473,Lenora,Lenore,Lenora Lenore
1474,Leodora,Leoine,Leodora Leoine
1475,Leola,Leoline,Leola Leoline
1476,Leona,Leonanie,Leona Leonanie
1477,Leone,Leonelle,Leone Leonelle
1478,Leonie,Leonora,Leonie Leonora
1479,Leonore,Leontine,Leonore Leontine
1480,Leontyne,Leora,Leontyne Leora
1481,Leorah,Leshia,Leorah Leshia
1482,Lesley,Lesli,Lesley Lesli
1483,Leslie,Lesly,Leslie Lesly
1484,Lesya,Leta,Lesya Leta
1485,Lethia,Leticia,Lethia Leticia
1486,Letisha,Letitia,Letisha Letitia
1487,Letta,Letti,Letta Letti
1488,Lettie,Letty,Lettie Letty
1489,Leyla,Lezlie,Leyla Lezlie
1490,Lia,Lian,Lia Lian
1491,Liana,Liane,Liana Liane
1492,Lianna,Lianne,Lianna Lianne
1493,Lib,Libbey,Lib Libbey
1494,Libbi,Libbie,Libbi Libbie
1495,Libby,Licha,Libby Licha
1496,Lida,Lidia,Lida Lidia
1497,Lil,Lila,Lil Lila
1498,Lilah,Lilas,Lilah Lilas
1499,Lilia,Lilian,Lilia Lilian
1500,Liliane,Lilias,Liliane Lilias
1501,Lilith,Lilla,Lilith Lilla
1502,Lilli,Lillian,Lilli Lillian
1503,Lillis,Lilllie,Lillis Lilllie
1504,Lilly,Lily,Lilly Lily
1505,Lilyan,Lin,Lilyan Lin
1506,Lina,Lind,Lina Lind
1507,Linda,Lindi,Linda Lindi
1508,Lindie,Lindsay,Lindie Lindsay
1509,Lindsey,Lindsy,Lindsey Lindsy
1510,Lindy,Linea,Lindy Linea
1511,Linell,Linet,Linell Linet
1512,Linette,Linn,Linette Linn
1513,Linnea,Linnell,Linnea Linnell
1514,Linnet,Linnie,Linnet Linnie
1515,Linzy,Liora,Linzy Liora
1516,Liorah,Lira,Liorah Lira
1517,Lisa,Lisabeth,Lisa Lisabeth
1518,Lisandra,Lisbeth,Lisandra Lisbeth
1519,Lise,Lisetta,Lise Lisetta
1520,Lisette,Lisha,Lisette Lisha
1521,Lishe,Lissa,Lishe Lissa
1522,Lissi,Lissie,Lissi Lissie
1523,Lissy,Lita,Lissy Lita
1524,Liuka,Livia,Liuka Livia
1525,Liz,Liza,Liz Liza
1526,Lizabeth,Lizbeth,Lizabeth Lizbeth
1527,Lizette,Lizzie,Lizette Lizzie
1528,Lizzy,Loella,Lizzy Loella
1529,Lois,Loise,Lois Loise
1530,Lola,Lolande,Lola Lolande
1531,Loleta,Lolita,Loleta Lolita
1532,Lolly,Lona,Lolly Lona
1533,Lonee,Loni,Lonee Loni
1534,Lonna,Lonni,Lonna Lonni
1535,Lonnie,Lora,Lonnie Lora
1536,Lorain,Loraine,Lorain Loraine
1537,Loralee,Loralie,Loralee Loralie
1538,Loralyn,Loree,Loralyn Loree
1539,Loreen,Lorelei,Loreen Lorelei
1540,Lorelle,Loren,Lorelle Loren
1541,Lorena,Lorene,Lorena Lorene
1542,Lorenza,Loretta,Lorenza Loretta
1543,Lorettalorna,Lorette,Lorettalorna Lorette
1544,Lori,Loria,Lori Loria
1545,Lorianna,Lorianne,Lorianna Lorianne
1546,Lorie,Lorilee,Lorie Lorilee
1547,Lorilyn,Lorinda,Lorilyn Lorinda
1548,Lorine,Lorita,Lorine Lorita
1549,Lorna,Lorne,Lorna Lorne
1550,Lorraine,Lorrayne,Lorraine Lorrayne
1551,Lorri,Lorrie,Lorri Lorrie
1552,Lorrin,Lorry,Lorrin Lorry
1553,Lory,Lotta,Lory Lotta
1554,Lotte,Lotti,Lotte Lotti
1555,Lottie,Lotty,Lottie Lotty
1556,Lou,Louella,Lou Louella
1557,Louisa,Louise,Louisa Louise
1558,Louisette,Love,Louisette Love
1559,Luana,Luanna,Luana Luanna
1560,Luce,Luci,Luce Luci
1561,Lucia,Luciana,Lucia Luciana
1562,Lucie,Lucienne,Lucie Lucienne
1563,Lucila,Lucilia,Lucila Lucilia
1564,Lucille,Lucina,Lucille Lucina
1565,Lucinda,Lucine,Lucinda Lucine
1566,Lucita,Lucky,Lucita Lucky
1567,Lucretia,Lucy,Lucretia Lucy
1568,Luella,Luelle,Luella Luelle
1569,Luisa,Luise,Luisa Luise
1570,Lula,Lulita,Lula Lulita
1571,Lulu,Luna,Lulu Luna
1572,Lura,Lurette,Lura Lurette
1573,Lurleen,Lurlene,Lurleen Lurlene
1574,Lurline,Lusa,Lurline Lusa
1575,Lust,Lyda,Lust Lyda
1576,Lydia,Lydie,Lydia Lydie
1577,Lyn,Lynda,Lyn Lynda
1578,Lynde,Lyndel,Lynde Lyndel
1579,Lyndell,Lyndsay,Lyndell Lyndsay
1580,Lyndsey,Lyndsie,Lyndsey Lyndsie
1581,Lyndy,Lynea,Lyndy Lynea
1582,Lynelle,Lynett,Lynelle Lynett
1583,Lynette,Lynn,Lynette Lynn
1584,Lynna,Lynne,Lynna Lynne
1585,Lynnea,Lynnell,Lynnea Lynnell
1586,Lynnelle,Lynnet,Lynnelle Lynnet
1587,Lynnett,Lynnette,Lynnett Lynnette
1588,Lynsey,Lysandra,Lynsey Lysandra
1589,Lyssa,Mab,Lyssa Mab
1590,Mabel,Mabelle,Mabel Mabelle
1591,Mable,Mada,Mable Mada
1592,Madalena,Madalyn,Madalena Madalyn
1593,Maddalena,Maddi,Maddalena Maddi
1594,Maddie,Maddy,Maddie Maddy
1595,Madel,Madelaine,Madel Madelaine
1596,Madeleine,Madelena,Madeleine Madelena
1597,Madelene,Madelin,Madelene Madelin
1598,Madelina,Madeline,Madelina Madeline
1599,Madella,Madelle,Madella Madelle
1600,Madelon,Madelyn,Madelon Madelyn
1601,Madge,Madlen,Madge Madlen
1602,Madlin,Madona,Madlin Madona
1603,Madonna,Mady,Madonna Mady
1604,Mae,Maegan,Mae Maegan
1605,Mag,Magda,Mag Magda
1606,Magdaia,Magdalen,Magdaia Magdalen
1607,Magdalena,Magdalene,Magdalena Magdalene
1608,Maggee,Maggi,Maggee Maggi
1609,Maggie,Maggy,Maggie Maggy
1610,Magna,Mahala,Magna Mahala
1611,Mahalia,Maia,Mahalia Maia
1612,Maible,Maiga,Maible Maiga
1613,Mair,Maire,Mair Maire
1614,Mairead,Maisey,Mairead Maisey
1615,Maisie,Mala,Maisie Mala
1616,Malanie,Malcah,Malanie Malcah
1617,Malena,Malia,Malena Malia
1618,Malina,Malinda,Malina Malinda
1619,Malinde,Malissa,Malinde Malissa
1620,Malissia,Malka,Malissia Malka
1621,Malkah,Mallissa,Malkah Mallissa
1622,Mallorie,Mallory,Mallorie Mallory
1623,Malorie,Malory,Malorie Malory
1624,Malva,Malvina,Malva Malvina
1625,Malynda,Mame,Malynda Mame
1626,Mamie,Manda,Mamie Manda
1627,Mandi,Mandie,Mandi Mandie
1628,Mandy,Manon,Mandy Manon
1629,Manya,Mara,Manya Mara
1630,Marabel,Marcela,Marabel Marcela
1631,Marcelia,Marcella,Marcelia Marcella
1632,Marcelle,Marcellina,Marcelle Marcellina
1633,Marcelline,Marchelle,Marcelline Marchelle
1634,Marci,Marcia,Marci Marcia
1635,Marcie,Marcile,Marcie Marcile
1636,Marcille,Marcy,Marcille Marcy
1637,Mareah,Maren,Mareah Maren
1638,Marena,Maressa,Marena Maressa
1639,Marga,Margalit,Marga Margalit
1640,Margalo,Margaret,Margalo Margaret
1641,Margareta,Margarete,Margareta Margarete
1642,Margaretha,Margarethe,Margaretha Margarethe
1643,Margaretta,Margarette,Margaretta Margarette
1644,Margarita,Margaux,Margarita Margaux
1645,Marge,Margeaux,Marge Margeaux
1646,Margery,Marget,Margery Marget
1647,Margette,Margi,Margette Margi
1648,Margie,Margit,Margie Margit
1649,Marglerite,Margo,Marglerite Margo
1650,Margot,Margret,Margot Margret
1651,Marguerite,Margurite,Marguerite Margurite
1652,Margy,Mari,Margy Mari
1653,Maria,Mariam,Maria Mariam
1654,Marian,Mariana,Marian Mariana
1655,Mariann,Marianna,Mariann Marianna
1656,Marianne,Maribel,Marianne Maribel
1657,Maribelle,Maribeth,Maribelle Maribeth
1658,Marice,Maridel,Marice Maridel
1659,Marie,Marie-Ann,Marie Marie-Ann
1660,Marie-Jeanne,Marieann,Marie-Jeanne Marieann
1661,Mariejeanne,Mariel,Mariejeanne Mariel
1662,Mariele,Marielle,Mariele Marielle
1663,Mariellen,Marietta,Mariellen Marietta
1664,Mariette,Marigold,Mariette Marigold
1665,Marijo,Marika,Marijo Marika
1666,Marilee,Marilin,Marilee Marilin
1667,Marillin,Marilyn,Marillin Marilyn
1668,Marin,Marina,Marin Marina
1669,Marinna,Marion,Marinna Marion
1670,Mariquilla,Maris,Mariquilla Maris
1671,Marisa,Mariska,Marisa Mariska
1672,Marissa,Marit,Marissa Marit
1673,Marita,Maritsa,Marita Maritsa
1674,Mariya,Marj,Mariya Marj
1675,Marja,Marje,Marja Marje
1676,Marji,Marjie,Marji Marjie
1677,Marjorie,Marjory,Marjorie Marjory
1678,Marjy,Marketa,Marjy Marketa
1679,Marla,Marlane,Marla Marlane
1680,Marleah,Marlee,Marleah Marlee
1681,Marleen,Marlena,Marleen Marlena
1682,Marlene,Marley,Marlene Marley
1683,Marlie,Marline,Marlie Marline
1684,Marlo,Marlyn,Marlo Marlyn
1685,Marna,Marne,Marna Marne
1686,Marney,Marni,Marney Marni
1687,Marnia,Marnie,Marnia Marnie
1688,Marquita,Marrilee,Marquita Marrilee
1689,Marris,Marrissa,Marris Marrissa
1690,Marry,Marsha,Marry Marsha
1691,Marsiella,Marta,Marsiella Marta
1692,Martelle,Martguerita,Martelle Martguerita
1693,Martha,Marthe,Martha Marthe
1694,Marthena,Marti,Marthena Marti
1695,Martica,Martie,Martica Martie
1696,Martina,Martita,Martina Martita
1697,Marty,Martynne,Marty Martynne
1698,Mary,Marya,Mary Marya
1699,Maryangelyn,Maryann,Maryangelyn Maryann
1700,Maryanna,Maryanne,Maryanna Maryanne
1701,Marybelle,Marybeth,Marybelle Marybeth
1702,Maryellen,Maryjane,Maryellen Maryjane
1703,Maryjo,Maryl,Maryjo Maryl
1704,Marylee,Marylin,Marylee Marylin
1705,Marylinda,Marylou,Marylinda Marylou
1706,Marylynne,Maryrose,Marylynne Maryrose
1707,Marys,Marysa,Marys Marysa
1708,Masha,Matelda,Masha Matelda
1709,Mathilda,Mathilde,Mathilda Mathilde
1710,Matilda,Matilde,Matilda Matilde
1711,Matti,Mattie,Matti Mattie
1712,Matty,Maud,Matty Maud
1713,Maude,Maudie,Maude Maudie
1714,Maura,Maure,Maura Maure
1715,Maureen,Maureene,Maureen Maureene
1716,Maurene,Maurine,Maurene Maurine
1717,Maurise,Maurita,Maurise Maurita
1718,Mavis,Mavra,Mavis Mavra
1719,Max,Maxi,Max Maxi
1720,Maxie,Maxine,Maxie Maxine
1721,Maxy,May,Maxy May
1722,Maya,Maybelle,Maya Maybelle
1723,Mayda,Maye,Mayda Maye
1724,Mead,Meade,Mead Meade
1725,Meagan,Meaghan,Meagan Meaghan
1726,Meara,Mechelle,Meara Mechelle
1727,Meg,Megan,Meg Megan
1728,Megen,Meggan,Megen Meggan
1729,Meggi,Meggie,Meggi Meggie
1730,Meggy,Meghan,Meggy Meghan
1731,Meghann,Mehetabel,Meghann Mehetabel
1732,Mei,Meira,Mei Meira
1733,Mel,Mela,Mel Mela
1734,Melamie,Melania,Melamie Melania
1735,Melanie,Melantha,Melanie Melantha
1736,Melany,Melba,Melany Melba
1737,Melesa,Melessa,Melesa Melessa
1738,Melicent,Melina,Melicent Melina
1739,Melinda,Melinde,Melinda Melinde
1740,Melisa,Melisande,Melisa Melisande
1741,Melisandra,Melisenda,Melisandra Melisenda
1742,Melisent,Melissa,Melisent Melissa
1743,Melisse,Melita,Melisse Melita
1744,Melitta,Mella,Melitta Mella
1745,Melli,Mellicent,Melli Mellicent
1746,Mellie,Mellisa,Mellie Mellisa
1747,Mellisent,Mellissa,Mellisent Mellissa
1748,Melloney,Melly,Melloney Melly
1749,Melodee,Melodie,Melodee Melodie
1750,Melody,Melonie,Melody Melonie
1751,Melony,Melosa,Melony Melosa
1752,Melva,Mercedes,Melva Mercedes
1753,Merci,Mercie,Merci Mercie
1754,Mercy,Meredith,Mercy Meredith
1755,Meredithe,Meridel,Meredithe Meridel
1756,Meridith,Meriel,Meridith Meriel
1757,Merilee,Merilyn,Merilee Merilyn
1758,Meris,Merissa,Meris Merissa
1759,Merl,Merla,Merl Merla
1760,Merle,Merlina,Merle Merlina
1761,Merline,Merna,Merline Merna
1762,Merola,Merralee,Merola Merralee
1763,Merridie,Merrie,Merridie Merrie
1764,Merrielle,Merrile,Merrielle Merrile
1765,Merrilee,Merrili,Merrilee Merrili
1766,Merrill,Merrily,Merrill Merrily
1767,Merry,Mersey,Merry Mersey
1768,Meryl,Meta,Meryl Meta
1769,Mia,Micaela,Mia Micaela
1770,Michaela,Michaelina,Michaela Michaelina
1771,Michaeline,Michaella,Michaeline Michaella
1772,Michal,Michel,Michal Michel
1773,Michele,Michelina,Michele Michelina
1774,Micheline,Michell,Micheline Michell
1775,Michelle,Micki,Michelle Micki
1776,Mickie,Micky,Mickie Micky
1777,Midge,Mignon,Midge Mignon
1778,Mignonne,Miguela,Mignonne Miguela
1779,Miguelita,Mildred,Miguelita Mildred
1780,Mildrid,Milena,Mildrid Milena
1781,Milicent,Milissent,Milicent Milissent
1782,Milka,Milli,Milka Milli
1783,Millicent,Millie,Millicent Millie
1784,Millisent,Milly,Millisent Milly
1785,Milzie,Mimi,Milzie Mimi
1786,Min,Mina,Min Mina
1787,Minda,Mindy,Minda Mindy
1788,Minerva,Minetta,Minerva Minetta
1789,Minette,Minna,Minette Minna
1790,Minni,Minnie,Minni Minnie
1791,Minny,Minta,Minny Minta
1792,Miquela,Mira,Miquela Mira
1793,Mirabel,Mirabella,Mirabel Mirabella
1794,Mirabelle,Miran,Mirabelle Miran
1795,Miranda,Mireielle,Miranda Mireielle
1796,Mireille,Mirella,Mireille Mirella
1797,Mirelle,Miriam,Mirelle Miriam
1798,Mirilla,Mirna,Mirilla Mirna
1799,Misha,Missie,Misha Missie
1800,Missy,Misti,Missy Misti
1801,Misty,Mitra,Misty Mitra
1802,Mitzi,Mmarianne,Mitzi Mmarianne
1803,Modesta,Modestia,Modesta Modestia
1804,Modestine,Modesty,Modestine Modesty
1805,Moina,Moira,Moina Moira
1806,Moll,Mollee,Moll Mollee
1807,Molli,Mollie,Molli Mollie
1808,Molly,Mommy,Molly Mommy
1809,Mona,Monah,Mona Monah
1810,Monica,Monika,Monica Monika
1811,Monique,Mora,Monique Mora
1812,Moreen,Morena,Moreen Morena
1813,Morgan,Morgana,Morgan Morgana
1814,Morganica,Morganne,Morganica Morganne
1815,Morgen,Moria,Morgen Moria
1816,Morissa,Morlee,Morissa Morlee
1817,Morna,Moselle,Morna Moselle
1818,Moya,Moyna,Moya Moyna
1819,Moyra,Mozelle,Moyra Mozelle
1820,Muffin,Mufi,Muffin Mufi
1821,Mufinella,Muire,Mufinella Muire
1822,Mureil,Murial,Mureil Murial
1823,Muriel,Murielle,Muriel Murielle
1824,Myna,Myra,Myna Myra
1825,Myrah,Myranda,Myrah Myranda
1826,Myriam,Myrilla,Myriam Myrilla
1827,Myrle,Myrlene,Myrle Myrlene
1828,Myrna,Myrta,Myrna Myrta
1829,Myrtia,Myrtice,Myrtia Myrtice
1830,Myrtie,Myrtle,Myrtie Myrtle
1831,Nada,Nadean,Nada Nadean
1832,Nadeen,Nadia,Nadeen Nadia
1833,Nadine,Nadiya,Nadine Nadiya
1834,Nady,Nadya,Nady Nadya
1835,Nalani,Nan,Nalani Nan
1836,Nana,Nananne,Nana Nananne
1837,Nance,Nancee,Nance Nancee
1838,Nancey,Nanci,Nancey Nanci
1839,Nancie,Nancy,Nancie Nancy
1840,Nanete,Nanette,Nanete Nanette
1841,Nani,Nanice,Nani Nanice
1842,Nanine,Nannette,Nanine Nannette
1843,Nanni,Nannie,Nanni Nannie
1844,Nanny,Nanon,Nanny Nanon
1845,Naoma,Naomi,Naoma Naomi
1846,Nara,Nari,Nara Nari
1847,Nariko,Nat,Nariko Nat
1848,Nata,Natala,Nata Natala
1849,Natalee,Natalia,Natalee Natalia
1850,Natalie,Natalina,Natalie Natalina
1851,Nataline,Natalya,Nataline Natalya
1852,Natasha,Natassia,Natasha Natassia
1853,Nathalia,Nathalie,Nathalia Nathalie
1854,Natka,Natty,Natka Natty
1855,Neala,Neda,Neala Neda
1856,Nedda,Nedi,Nedda Nedi
1857,Neely,Neila,Neely Neila
1858,Neile,Neilla,Neile Neilla
1859,Neille,Nela,Neille Nela
1860,Nelia,Nelie,Nelia Nelie
1861,Nell,Nelle,Nell Nelle
1862,Nelli,Nellie,Nelli Nellie
1863,Nelly,Nena,Nelly Nena
1864,Nerissa,Nerita,Nerissa Nerita
1865,Nert,Nerta,Nert Nerta
1866,Nerte,Nerti,Nerte Nerti
1867,Nertie,Nerty,Nertie Nerty
1868,Nessa,Nessi,Nessa Nessi
1869,Nessie,Nessy,Nessie Nessy
1870,Nesta,Netta,Nesta Netta
1871,Netti,Nettie,Netti Nettie
1872,Nettle,Netty,Nettle Netty
1873,Nevsa,Neysa,Nevsa Neysa
1874,Nichol,Nichole,Nichol Nichole
1875,Nicholle,Nicki,Nicholle Nicki
1876,Nickie,Nicky,Nickie Nicky
1877,Nicol,Nicola,Nicol Nicola
1878,Nicole,Nicolea,Nicole Nicolea
1879,Nicolette,Nicoli,Nicolette Nicoli
1880,Nicolina,Nicoline,Nicolina Nicoline
1881,Nicolle,Nidia,Nicolle Nidia
1882,Nike,Niki,Nike Niki
1883,Nikki,Nikkie,Nikki Nikkie
1884,Nikoletta,Nikolia,Nikoletta Nikolia
1885,Nil,Nina,Nil Nina
1886,Ninetta,Ninette,Ninetta Ninette
1887,Ninnetta,Ninnette,Ninnetta Ninnette
1888,Ninon,Nisa,Ninon Nisa
1889,Nissa,Nisse,Nissa Nisse
1890,Nissie,Nissy,Nissie Nissy
1891,Nita,Nitin,Nita Nitin
1892,Nixie,Noami,Nixie Noami
1893,Noel,Noelani,Noel Noelani
1894,Noell,Noella,Noell Noella
1895,Noelle,Noellyn,Noelle Noellyn
1896,Noelyn,Noemi,Noelyn Noemi
1897,Nola,Nolana,Nola Nolana
1898,Nolie,Nollie,Nolie Nollie
1899,Nomi,Nona,Nomi Nona
1900,Nonah,Noni,Nonah Noni
1901,Nonie,Nonna,Nonie Nonna
1902,Nonnah,Nora,Nonnah Nora
1903,Norah,Norean,Norah Norean
1904,Noreen,Norene,Noreen Norene
1905,Norina,Norine,Norina Norine
1906,Norma,Norri,Norma Norri
1907,Norrie,Norry,Norrie Norry
1908,Nova,Novelia,Nova Novelia
1909,Nydia,Nyssa,Nydia Nyssa
1910,Octavia,Odele,Octavia Odele
1911,Odelia,Odelinda,Odelia Odelinda
1912,Odella,Odelle,Odella Odelle
1913,Odessa,Odetta,Odessa Odetta
1914,Odette,Odilia,Odette Odilia
1915,Odille,Ofelia,Odille Ofelia
1916,Ofella,Ofilia,Ofella Ofilia
1917,Ola,Olenka,Ola Olenka
1918,Olga,Olia,Olga Olia
1919,Olimpia,Olive,Olimpia Olive
1920,Olivette,Olivia,Olivette Olivia
1921,Olivie,Oliy,Olivie Oliy
1922,Ollie,Olly,Ollie Olly
1923,Olva,Olwen,Olva Olwen
1924,Olympe,Olympia,Olympe Olympia
1925,Olympie,Ondrea,Olympie Ondrea
1926,Oneida,Onida,Oneida Onida
1927,Onlea,Oona,Onlea Oona
1928,Opal,Opalina,Opal Opalina
1929,Opaline,Ophelia,Opaline Ophelia
1930,Ophelie,Oprah,Ophelie Oprah
1931,Ora,Oralee,Ora Oralee
1932,Oralia,Oralie,Oralia Oralie
1933,Oralla,Oralle,Oralla Oralle
1934,Orel,Orelee,Orel Orelee
1935,Orelia,Orelie,Orelia Orelie
1936,Orella,Orelle,Orella Orelle
1937,Oreste,Oriana,Oreste Oriana
1938,Orly,Orsa,Orly Orsa
1939,Orsola,Ortensia,Orsola Ortensia
1940,Otha,Othelia,Otha Othelia
1941,Othella,Othilia,Othella Othilia
1942,Othilie,Ottilie,Othilie Ottilie
1943,Pacifica,Page,Pacifica Page
1944,Paige,Paloma,Paige Paloma
1945,Pam,Pamela,Pam Pamela
1946,Pamelina,Pamella,Pamelina Pamella
1947,Pammi,Pammie,Pammi Pammie
1948,Pammy,Pandora,Pammy Pandora
1949,Pansie,Pansy,Pansie Pansy
1950,Paola,Paolina,Paola Paolina
1951,Parwane,Pat,Parwane Pat
1952,Patience,Patrica,Patience Patrica
1953,Patrice,Patricia,Patrice Patricia
1954,Patrizia,Patsy,Patrizia Patsy
1955,Patti,Pattie,Patti Pattie
1956,Patty,Paula,Patty Paula
1957,Paula-Grace,Paule,Paula-Grace Paule
1958,Pauletta,Paulette,Pauletta Paulette
1959,Pauli,Paulie,Pauli Paulie
1960,Paulina,Pauline,Paulina Pauline
1961,Paulita,Pauly,Paulita Pauly
1962,Pavia,Pavla,Pavia Pavla
